ST_LEAID,MEMBER
CA-3367082,22372
CA-3367215,39425
CA-1964212,18354
CA-1964287,10291
CA-1964311,3140
CA-1964337,14432
CA-1973437,17437
CA-1964451,22359
CA-1964535,3508
CA-1964576,6525
CA-1964659,3877
CA-1964790,5047
CA-1964907,21391
CA-1975291,4595
CA-1973460,13494
CA-1975309,1002
CA-5475531,6471
CA-5475325,2451
CA-0161119,8830
CA-4475432,2168
CA-1975333,5895
CA-1975341,9541
CA-1964279,6754
CA-1964295,2946
CA-1964436,11130
CA-1964469,3038
CA-1076778,2551
CA-4276786,12583
CA-2075606,1433
CA-1964527,7255
CA-1964725,65554
CA-1964808,20446
CA-1964865,10457
CA-1964873,12730
CA-1964964,2751
CA-1965029,4651
CA-1973445,16206
CA-1964881,14152
CA-1263040,708
CA-0161192,17993
CA-0161200,12956
CA-4068759,9591
CA-4068809,7555
CA-5471803,374
CA-0461408,532
CA-0461432,996
CA-2773825,4483
CA-4068833,271
CA-2465698,2313
CA-2465755,11020
CA-0373981,4107
CA-5673940,5820
CA-5672520,2209
CA-0175093,12557
CA-0175101,13876
CA-0175119,268
CA-0561564,2900
CA-5073601,3189
CA-4373387,9967
CA-5071217,6177
CA-0161127,3529
CA-0161143,9073
CA-3066449,5811
CA-3066555,2456
CA-3073924,8934
CA-3066597,17816
CA-3066647,23138
CA-3073643,21830
CA-1275374,469
CA-1275515,3580
CA-1262901,962
CA-1275382,34
CA-3066621,24764
CA-2265532,1688
CA-3375176,20815
CA-3366977,17106
CA-1062117,42802
CA-1073809,2192
CA-1073999,5358
CA-1075234,1389
CA-4975390,1240
CA-0261333,68
CA-3366985,4376
CA-3367041,26
CA-3367090,18370
CA-0861820,3501
CA-3366993,11820
CA-3373676,16455
CA-3367181,2813
CA-0661606,340
CA-1162653,88
CA-0661598,1533
CA-1162646,133
CA-0661622,1350
CA-1075598,1568
CA-1062158,2571
CA-1062281,628
CA-1062364,3322
CA-5672454,3811
CA-5673874,4236
CA-5672652,14980
CA-1363214,591
CA-3775416,204
CA-3773551,10981
CA-3768213,1824
CA-3768452,18818
CA-1062414,13188
CA-1062430,5939
CA-1075408,1469
CA-1073965,15742
CA-3667892,247
CA-3675044,22962
CA-3675077,13603
CA-3667777,7407
CA-3667843,19773
CA-3667876,45971
CA-3675069,10079
CA-3667868,2890
CA-3667959,8551
CA-3667686,19297
CA-3675051,1029
CA-5171399,1972
CA-3467330,20550
CA-2673668,394
CA-4369484,10428
CA-4369641,10318
CA-4369583,8013
CA-4369674,13919
CA-4369666,25451
CA-3775614,3801
CA-3773569,15855
CA-3768296,34900
CA-3768338,93893
CA-5375028,329
CA-4269229,9061
CA-2866266,16174
CA-0161259,34149
CA-3166944,3965
CA-3266969,1755
CA-0161176,33107
CA-0161242,10235
CA-5075572,1810
CA-3467413,1787
CA-5772678,8398
CA-4870565,5340
CA-4870581,10330
CA-5071043,13894
CA-4469807,2384
CA-5071068,1300
CA-4870524,4372
CA-4870540,20559
CA-2673692,1118
CA-2365540,420
CA-2365581,462
CA-2365615,5840
CA-2373866,276
CA-2373916,337
CA-3166951,7593
CA-4870532,3021
CA-4870573,12608
CA-3175085,11407
CA-2165417,7208
CA-2173361,470
CA-3868478,48785
CA-3976760,7520
CA-1964733,427795
CA-1964634,7354
CA-1964568,24456
CA-1964980,8820
CA-1965060,21776
CA-1975713,14922
CA-1964840,15406
CA-1973452,11904
CA-1964774,11967
CA-1964444,6826
CA-1965094,7965
CA-1964378,4283
CA-1964394,6386
CA-1964329,9943
CA-1964683,9732
CA-3673957,7961
CA-0161309,8477
CA-5673759,16347
CA-5672603,15899
CA-2076414,1385
CA-3476505,24106
CA-5376513,672
CA-2375218,125
CA-2365565,1682
CA-2365607,436
CA-2365623,1534
CA-2075580,2566
CA-4575267,2176
CA-0761739,3772
CA-0161275,2336
CA-5472256,28893
CA-5475523,14208
CA-1575168,687
CA-4970953,3195
CA-1563628,318
CA-1563685,1738
CA-1563826,4170
CA-4068700,4296
CA-4068841,2258
CA-4075465,488
CA-4075457,6341
CA-0961903,3648
CA-0973783,1253
CA-4970656,1318
CA-4970706,211
CA-3367058,26379
CA-3367249,10276
CA-3367173,21032
CA-3367033,50790
CA-0761648,15192
CA-0761697,1234
CA-0761788,10665
CA-0761796,25737
CA-4975358,4634
CA-4973882,6010
CA-1965052,5227
CA-1964261,8818
CA-0761804,29680
CA-1964303,9989
CA-1176562,711
CO-0520,178
CO-3200,886
CO-3210,724
CO-3220,172
CO-3230,68
CO-1040,25719
CO-0960,81
CO-0220,1678
CO-3040,101
CO-2640,1572
CO-0480,28485
CO-2395,1366
CO-0490,1032
CO-1500,762
CO-0970,424
CO-1140,3305
CO-1160,190
CO-3010,313
CO-0770,379
CO-2730,386
CO-0890,263
CO-0900,62341
CO-0910,6620
CO-1110,24517
CO-3140,2522
CO-2540,347
CO-0740,289
CO-1330,408
CO-2650,213
CO-1350,1283
CO-3120,22200
CO-1360,2061
CO-2630,334
CO-2760,454
CO-2670,273
CO-1780,224
CO-1810,40
CO-1340,391
CO-0550,988
CO-2520,1355
CO-2660,1522
CO-0290,822
CO-2535,163
CO-1130,340
CO-2740,1033
CO-1080,6496
CO-2190,260
CO-2580,177
CO-2865,113
CO-1870,178
CO-2690,15025
CO-2530,632
CO-0500,1327
CO-0640,193
CO-0560,384
CO-0110,259
CO-2820,87
CO-0250,304
CO-2770,2664
CO-1828,1972
CO-1580,796
CO-1410,186
CO-3020,2010
CO-0030,5692
CO-0040,22713
CO-3080,1837
CO-3148,65
CO-0020,35747
CO-3100,8227
CO-1620,119
CO-3030,427
CO-3060,124
CO-1860,314
CO-3050,201
CO-3070,82
CO-0100,2116
CO-2750,322
CO-0580,174
CO-1450,172
CO-1480,221
CO-3145,993
CO-3110,3869
CO-1560,15083
CO-2505,235
CO-0180,38135
CO-0050,1296
CO-0190,5671
CO-0170,325
CO-0010,7088
CO-0070,8004
CO-2600,797
CO-1530,1279
CO-1540,641
CO-1490,108
CO-1600,319
CO-1590,258
CO-1750,442
CO-1760,33
CO-3146,177
CO-3085,1977
CO-0060,1209
CO-0270,33
CO-2810,607
CO-2790,221
CO-2560,227
CO-2570,314
CO-0130,52392
CO-1020,3737
CO-1050,981
CO-0540,680
CO-0880,87883
CO-1990,314
CO-2000,20762
CO-1010,22725
CO-1000,8201
CO-2035,2449
CO-2055,683
CO-2070,509
CO-2010,86
CO-1980,170
CO-0870,4592
CO-2180,6029
CO-1520,5452
CO-1430,211
CO-1440,43
CO-1120,73
CO-2700,10501
CO-0950,281
CO-0920,2379
CO-0930,309
CO-1060,600
CO-0940,361
CO-0120,2441
CO-1570,1014
CO-1550,29995
CO-2610,595
CO-1850,221
CO-1150,1390
CO-0860,354
CO-2405,3423
CO-1180,5771
CO-1220,1198
CO-1195,4662
CO-1070,287
CO-0980,12267
CO-1030,1317
CO-0990,9612
CO-1380,81
CO-2620,552
CO-1420,75327
CO-2862,607
CO-3090,2785
CO-3130,1094
CO-0510,100
CO-1400,238
CO-1510,979
CO-1790,457
CO-0140,13450
CO-0470,31894
CO-0310,258
CO-2680,266
CO-2710,712
CO-2780,350
CO-2800,179
CO-2020,2092
CO-2840,189
CO-0240,59
CO-0230,183
CO-2720,488
CO-2830,895
CO-2590,332
CO-1460,129
CO-0123,1125
CO-3147,189
CO-2515,862
CO-3000,3633
CO-0260,69
CO-1390,491
ID-083,1146
ID-084,3822
ID-287,323
ID-288,207
ID-394,24
ID-033,1424
ID-061,3312
ID-234,125
ID-139,9892
ID-422,206
ID-151,5561
ID-417,306
ID-271,10107
ID-044,357
ID-013,373
ID-342,115
ID-221,2608
ID-413,1598
ID-215,2222
ID-233,379
ID-305,169
ID-261,4164
ID-283,289
ID-414,2153
ID-274,210
ID-272,4693
ID-341,519
ID-182,231
ID-321,5758
ID-021,1258
ID-281,2397
ID-418,399
ID-372,990
ID-149,138
ID-171,1131
ID-137,1038
ID-371,1371
ID-285,480
ID-191,5
ID-252,733
ID-291,683
ID-312,525
ID-292,120
ID-322,1972
ID-411,9352
ID-262,531
ID-393,512
ID-253,606
ID-431,1559
ID-058,673
ID-055,3990
ID-052,2888
ID-381,1572
ID-383,27
ID-243,140
ID-244,1109
ID-421,1364
ID-011,142
ID-072,336
ID-073,225
ID-001,22809
ID-071,276
ID-101,1441
ID-365,302
ID-432,152
ID-192,379
ID-433,149
ID-193,3757
ID-412,1264
ID-231,1244
ID-401,1878
ID-232,1121
ID-111,414
ID-181,328
ID-132,5499
ID-131,13398
ID-133,659
ID-121,184
ID-161,117
ID-242,441
ID-302,180
ID-314,195
ID-093,13778
ID-091,10250
ID-201,2468
ID-202,849
ID-059,845
ID-060,2509
ID-373,1634
ID-282,306
ID-340,4765
ID-148,534
ID-415,335
ID-416,4
ID-370,1260
ID-364,11
ID-251,6770
ID-304,393
ID-391,1201
ID-392,85
ID-003,5825
ID-136,824
ID-363,854
ID-002,39496
ID-134,4318
ID-135,347
ID-331,4405
ID-316,196
ID-351,7818
ID-025,12259
ID-273,6050
ID-382,176
ID-150,922
ID-041,953
ID-092,67
IA-732113 000,206
IA-696165 000,290
IA-870549 000,535
IA-143168 000,710
IA-881970 000,495
IA-873609 000,520
IA-881503 000,1442
IA-463060 000,1516
IA-134023 000,779
IA-946096 000,523
IA-462493 000,119
IA-942313 000,3676
IA-716099 000,576
IA-390018 000,271
IA-050414 000,547
IA-396264 000,852
IA-832151 000,394
IA-677002 000,170
IA-431917 000,420
IA-366003 000,512
IA-012673 000,621
IA-014978 000,150
IA-472376 000,484
IA-815823 000,353
IA-245832 000,139
IA-110171 000,837
IA-554778 000,268
IA-466516 000,49
IA-715949 000,1196
IA-602457 000,426
IA-150387 000,1603
IA-783645 000,3022
IA-742556 000,354
IA-763537 000,140
IA-745724 000,164
IA-116035 000,656
IA-753348 000,453
IA-753600 000,2309
IA-184068 000,386
IA-755486 000,310
IA-976039 000,14989
IA-846990 000,779
IA-550126 000,1592
IA-781476 000,8784
IA-786534 000,833
IA-785510 000,693
IA-362772 000,174
IA-362369 000,469
IA-840747 000,630
IA-606983 000,996
IA-846030 000,1725
IA-845607 000,976
IA-181152 000,1200
IA-945325 000,561
IA-975877 000,1729
IA-977098 000,566
IA-116219 000,2882
IA-375139 000,188
IA-255184 000,1812
IA-114644 000,578
IA-474860 000,960
IA-240355 000,243
IA-816741 000,818
IA-434356 000,756
IA-676987 000,634
IA-801782 000,130
IA-611953 000,635
IA-150914 000,1441
IA-241701 000,2264
IA-765283 000,739
IA-746921 000,395
IA-786453 000,795
IA-601095 000,796
IA-695463 000,1044
IA-152718 000,431
IA-973555 000,718
IA-976992 000,625
IA-306120 000,1304
IA-971975 000,342
IA-674033 000,653
IA-110072 000,114
IA-140999 000,1803
IA-742088 000,790
IA-211218 000,72
IA-216102 000,2341
IA-241134 000,185
IA-304890 000,1244
IA-731197 000,1062
IA-712862 000,663
IA-136091 000,916
IA-652511 000,2071
IA-653978 000,447
IA-141413 000,436
IA-392754 000,470
IA-322124 000,1219
IA-021431 000,420
IA-804527 000,633
IA-395121 000,691
IA-250027 000,2254
IA-142520 000,386
IA-373195 000,1259
IA-735976 000,1078
IA-736097 000,113
IA-696651 000,279
IA-780441 000,776
IA-437092 000,534
IA-436969 000,309
IA-786460 000,724
IA-433798 000,725
IA-832826 000,1514
IA-320333 000,325
IA-302846 000,332
IA-725994 000,729
IA-844149 000,1559
IA-750063 000,608
IA-752988 000,842
KS-D0306,691
KS-D0400,1110
KS-D0320,1641
KS-D0323,1358
KS-D0415,911
KS-D0237,453
KS-D0223,490
KS-D0275,69
KS-D0288,541
KS-D0290,2350
KS-D0364,816
KS-D0466,960
KS-D0106,120
KS-D0105,384
KS-D0108,370
KS-D0107,385
KS-D0109,526
KS-D0110,177
KS-D0111,377
KS-D0112,1719
KS-D0113,1068
KS-D0114,666
KS-D0115,774
KS-D0435,1515
KS-D0437,6069
KS-D0251,343
KS-D0329,421
KS-D0212,156
KS-D0506,1563
KS-D0385,8987
KS-D0361,822
KS-D0359,150
KS-D0470,2887
KS-D0246,484
KS-D0220,191
KS-D0409,1502
KS-D0511,180
KS-D0402,2063
KS-D0348,1400
KS-D0458,3043
KS-D0508,893
KS-D0273,840
KS-D0357,582
KS-D0240,606
KS-D0403,240
KS-D0204,2520
KS-D0314,131
KS-D0459,226
KS-D0387,145
KS-D0313,2564
KS-D0462,293
KS-D0454,302
KS-D0244,840
KS-D0369,163
KS-D0360,261
KS-D0436,784
KS-D0419,341
KS-D0272,342
KS-D0285,149
KS-D0380,652
KS-D0413,1818
KS-D0473,1154
KS-D0401,145
KS-D0268,840
KS-D0247,458
KS-D0447,692
KS-D0505,383
KS-D0103,161
KS-D0102,613
KS-D0335,404
KS-D0379,1344
KS-D0264,1107
KS-D0224,304
KS-D0445,1764
KS-D0315,964
KS-D0300,319
KS-D0493,942
KS-D0333,1131
KS-D0356,420
KS-D0476,100
KS-D0284,387
KS-D0417,788
KS-D0426,229
KS-D0332,228
KS-D0216,248
KS-D0260,7285
KS-D0232,7441
KS-D0471,283
KS-D0482,258
KS-D0443,7233
KS-D0396,653
KS-D0449,645
KS-D0377,515
KS-D0490,2133
KS-D0283,113
KS-D0218,1668
KS-D0307,429
KS-D0355,479
KS-D0388,343
KS-D0327,644
KS-D0253,4357
KS-D0101,443
KS-D0330,465
KS-D0491,1714
KS-D0389,559
KS-D0234,1839
KS-D0225,70
KS-D0206,488
KS-D0484,658
KS-D0249,953
KS-D0207,1729
KS-D0499,824
KS-D0457,7304
KS-D0231,5994
KS-D0365,961
KS-D0248,1037
KS-D0334,163
KS-D0265,6310
KS-D0411,294
KS-D0352,964
KS-D0292,128
KS-D0428,2942
KS-D0200,243
KS-D0422,432
KS-D0291,71
KS-D0440,833
KS-D0390,103
KS-D0252,570
KS-D0312,796
KS-D0474,93
KS-D0489,3425
KS-D0261,5788
KS-D0468,38
KS-D0487,450
KS-D0460,870
KS-D0281,419
KS-D0410,640
KS-D0431,790
KS-D0363,982
KS-D0336,1151
KS-D0481,265
KS-D0430,548
KS-D0282,551
KS-D0412,454
KS-D0210,1029
KS-D0258,974
KS-D0308,4296
KS-D0446,2059
KS-D0477,237
KS-D0448,435
KS-D0257,1207
KS-D0346,575
KS-D0227,289
KS-D0452,423
KS-D0475,7351
KS-D0500,22015
KS-D0321,1108
KS-D0479,250
KS-D0331,954
KS-D0347,296
KS-D0255,216
KS-D0483,596
KS-D0395,293
KS-D0362,871
KS-D0215,654
KS-D0310,285
KS-D0469,2654
KS-D0495,864
KS-D0497,10909
KS-D0453,3604
KS-D0205,534
KS-D0467,392
KS-D0245,172
KS-D0502,115
KS-D0480,4659
KS-D0298,333
KS-D0444,285
KS-D0326,132
KS-D0397,536
KS-D0416,1802
KS-D0421,436
KS-D0405,737
KS-D0351,197
KS-D0386,245
KS-D0266,7999
KS-D0383,7066
KS-D0408,513
KS-D0337,854
KS-D0342,453
KS-D0418,2311
KS-D0226,376
KS-D0254,478
KS-D0456,203
KS-D0340,828
KS-D0239,636
KS-D0219,258
KS-D0371,220
KS-D0256,275
KS-D0209,143
KS-D0423,499
KS-D0263,1844
KS-D0399,113
KS-D0461,777
KS-D0303,294
KS-D0373,3215
KS-D0309,1089
KS-D0211,698
KS-D0274,483
KS-D0294,413
KS-D0233,29034
KS-D0322,338
KS-D0420,724
KS-D0367,1063
KS-D0392,373
KS-D0341,555
KS-D0504,500
KS-D0434,1096
KS-D0358,455
KS-D0269,97
KS-D0368,1815
KS-D0503,1352
KS-D0398,228
KS-D0343,779
KS-D0325,576
KS-D0203,2780
KS-D0250,3390
KS-D0270,416
KS-D0344,359
KS-D0287,618
KS-D0382,1214
KS-D0311,307
KS-D0293,324
KS-D0384,269
KS-D0316,163
KS-D0267,1946
KS-D0378,708
KS-D0404,705
KS-D0217,97
KS-D0492,287
KS-D0394,1708
KS-D0496,140
KS-D0407,778
KS-D0305,6952
KS-D0507,239
KS-D0438,385
KS-D0345,3895
KS-D0286,398
KS-D0439,507
KS-D0241,186
KS-D0512,26618
KS-D0372,692
KS-D0393,375
KS-D0509,217
KS-D0381,342
KS-D0230,5371
KS-D0297,304
KS-D0350,345
KS-D0349,234
KS-D0229,22384
KS-D0376,475
KS-D0271,290
KS-D0374,391
KS-D0299,253
KS-D0494,549
KS-D0450,3752
KS-D0464,1944
KS-D0501,12858
KS-D0375,2062
KS-D0429,330
KS-D0202,3891
KS-D0463,327
KS-D0214,1549
KS-D0235,486
KS-D0262,3195
KS-D0338,401
KS-D0432,284
KS-D0208,404
KS-D0498,427
KS-D0243,497
KS-D0353,1497
KS-D0289,843
KS-D0242,106
KS-D0259,46796
KS-D0339,440
KS-D0465,2215
KS-D0366,415
MN-010750,2387
MN-010081,115
MN-010173,501
MN-010786,517
MN-012155,1088
MN-010787,558
MN-010821,964
MN-010023,848
MN-010549,1632
MN-010550,568
MN-010740,1277
MN-010486,356
MN-010116,1245
MN-010036,329
MN-012753,978
MN-010487,331
MN-010404,117
MN-010507,347
MN-010690,1068
MN-010206,4046
MN-010768,446
MN-010743,1139
MN-012164,1561
MN-010548,865
MN-010777,808
MN-012364,645
MN-010152,7412
MN-010914,276
MN-012889,722
MN-012904,657
MN-010640,421
MN-010390,446
MN-012906,365
MN-012908,535
MN-012856,287
MN-010441,457
MN-010447,135
MN-012358,189
MN-012176,585
MN-012903,479
MN-012342,779
MN-010261,338
MN-010264,102
MN-012311,469
MN-010038,1437
MN-010482,2466
MN-010818,508
MN-010505,383
MN-012169,721
MN-010378,549
MN-010511,573
MN-010518,3343
MN-010330,294
MN-010466,2100
MN-010876,2049
MN-010739,784
MN-010047,4423
MN-012396,851
MN-010345,1548
MN-010347,4279
MN-012536,328
MN-012190,616
MN-012853,805
MN-010745,1788
MN-010748,4098
MN-012898,480
MN-012884,402
MN-010435,728
MN-012769,1081
MN-010544,2938
MN-010850,307
MN-010581,434
MN-012754,439
MN-012897,1113
MN-012149,1347
MN-010213,842
MN-012890,580
MN-012215,205
MN-010592,189
MN-010432,665
MN-010852,120
MN-010803,366
MN-010775,824
MN-012167,713
MN-010738,1082
MN-010308,597
MN-010031,4836
MN-010306,347
MN-010599,504
MN-012159,468
MN-010084,589
MN-010309,1765
MN-010356,181
MN-012171,242
MN-010595,1889
MN-010600,232
MN-010162,946
MN-010564,1806
MN-010676,225
MN-010085,591
MN-010630,384
MN-012609,432
MN-010593,1135
MN-010113,736
MN-010115,1138
MN-010891,607
MN-010514,130
MN-012184,1161
MN-012174,903
MN-010186,1797
MN-010150,1048
MN-012752,1815
MN-010463,918
MN-010088,2162
MN-010177,1166
MN-012683,220
MN-010561,263
MN-010682,1152
MN-010542,413
MN-010022,2775
MN-010545,382
MN-010553,783
MN-010846,617
MN-012170,931
MN-010820,473
MN-010485,954
MN-012365,600
MN-010032,712
MN-012180,736
MN-010741,894
MN-012687,1305
MN-010423,2765
MN-010424,487
MN-010146,912
MN-010402,211
MN-010414,518
MN-010601,621
MN-012888,312
MN-010771,132
MN-010465,1543
MN-010129,1383
MN-012071,969
MN-010837,620
MN-010458,246
MN-010840,1107
MN-010836,227
MN-012895,1107
MN-012448,650
MN-010671,341
MN-012859,1446
MN-012534,623
MN-020815,-2
MN-010413,2723
MN-012902,620
MN-012689,1105
MN-010547,541
MN-012910,685
MO-108142,2377
MO-007125,112
MO-108147,199
MO-003033,144
MO-032058,262
MO-044078,55
MO-044084,280
MO-074202,158
MO-005120,431
MO-038046,451
MO-011082,10568
MO-007124,358
MO-025001,1651
MO-031116,194
MO-031117,138
MO-074194,220
MO-113001,275
MO-048072,5121
MO-048068,14595
MO-048078,14413
MO-048080,2558
MO-048069,4506
MO-048077,14406
MO-048073,8012
MO-051150,254
MO-048066,4846
MO-048074,3689
MO-073106,1535
MO-048071,17775
MO-048075,750
MO-019152,4342
MO-019148,2197
MO-049132,3443
MO-019142,6377
MO-019139,516
MO-007123,730
MO-007121,176
MO-019150,290
MO-011079,290
MO-011078,865
MO-003031,335
MO-089087,291
MO-083005,11976
MO-011076,723
MO-032056,162
MO-074187,205
MO-038044,356
MO-002089,300
MO-074195,139
MO-074201,1386
MO-074197,210
MO-048070,1960
MO-024087,2584
MO-024089,2687
MO-024086,3561
MO-006103,155
MO-006104,1227
MO-108144,174
MO-019149,2207
MO-019151,449
MO-049137,472
MO-038045,366
MO-044083,276
MO-032055,539
MO-002097,2332
MO-060077,3522
MO-073099,1451
MO-073108,4897
MO-074190,227
MO-007122,104
MO-007129,997
MO-025002,929
MO-032054,122
MO-108143,176
MO-006101,301
MO-073102,763
MO-049144,4621
MO-049140,686
MO-049142,5092
MO-049148,7694
MO-083001,590
MO-083002,739
MO-089080,1090
MO-083003,4283
MO-024090,12367
MO-025003,665
MO-024093,20561
MO-003032,355
MT-1226,208
MT-1235,134
MT-1239,432
MT-1240,1952
MT-1241,1718
MT-0577,166
MT-0785,157
MT-0244,451
MT-0076,63
MT-0138,197
MT-0059,199
MT-0055,706
MT-0481,480
MT-0731,1342
MT-0975,105
MT-0740,326
MT-0648,92
MT-0546,422
MT-0743,790
MT-0599,1443
MT-0072,106
MT-0154,55
MT-0473,36
MT-0926,769
MT-0416,181
MT-0735,1666
MT-0946,258
MT-0543,91
MT-1213,248
MT-0146,117
MT-0469,136
MT-0815,166
MT-0983,773
MT-0923,79
MT-0411,81
MT-0522,1164
MT-0009,60
MT-1221,149
MT-0659,519
MT-0822,84
MT-0937,109
MT-0935,28
MT-0803,453
MT-0828,371
MT-0256,95
MT-0069,122
MT-0795,46
MT-0280,18
MT-0407,44
MT-0194,286
MT-0582,179
MT-0464,105
MT-0903,125
MT-0579,324
MT-0726,145
MT-0540,210
MT-0738,236
MT-0374,287
MT-0819,50
MT-0663,39
MT-0964,151
MT-0291,154
MT-0642,60
MT-0570,185
NE-120056000,676
NE-120502000,297
NE-140054000,415
NE-200001000,728
NE-200030000,437
NE-210015000,245
NE-210025000,890
NE-210180000,180
NE-330021000,288
NE-400002000,9990
NE-150536000,230
NE-550145000,2165
NE-560001000,3782
NE-560007000,258
NE-560055000,305
NE-590080000,446
NE-650011000,410
NE-780001000,1099
NE-840003000,383
NE-310506000,290
NE-010123000,226
NE-040001000,151
NE-100119000,394
NE-110001000,527
NE-170003000,133
NE-210089000,192
NE-270062000,171
NE-290117000,290
NE-420002000,359
NE-450044000,200
NE-470001000,705
NE-550160000,2483
NE-610049000,322
NE-620021000,337
NE-630001000,299
NE-760002000,2230
NE-760068000,251
NE-790011000,330
NE-790016000,2023
NE-800567000,496
NE-620063000,506
NE-330540000,383
NE-250095000,218
NE-320095000,166
NE-710005000,952
NE-270594000,590
NE-270595000,586
NE-340034000,477
NE-930096000,353
NE-300025000,609
NE-440070000,310
NE-400126000,450
NE-652005000,714
NE-720075000,223
NE-852001000,178
NE-340100000,236
NE-630030000,409
NE-720015000,367
NE-850070000,440
NE-300001000,165
NE-500001000,234
NE-250025000,172
NE-260561000,253
NE-680020000,419
NE-150010000,625
NE-280015000,1053
NE-810010000,550
NE-450239000,459
NE-490050000,497
NE-730179000,294
NE-740070000,300
NE-190070000,301
NE-060075000,242
NE-390060000,327
NE-080051000,333
NE-020115000,437
NE-130097000,498
NE-010090000,1004
NE-090010000,407
NE-060001000,649
NE-260070000,142
NE-070006000,1345
NE-210044000,200
NE-330018000,335
NE-880021000,124
NE-890024000,691
NE-030500000,120
NE-640029000,1051
NE-410504000,1226
NE-500501000,335
NE-200020000,311
NE-590005000,566
NE-340015000,2090
NE-770001000,9498
NE-280059000,4154
NE-690054000,243
NE-890001000,2274
NE-540586000,271
NE-910074000,318
NE-560006000,184
NE-360100000,293
NE-780107000,469
NE-610004000,767
NE-550161000,742
NE-230002000,941
NE-450137000,119
NE-190058000,224
NE-160030000,158
NE-710001000,4111
NE-240011000,949
NE-230071000,174
NE-540013000,290
NE-540096000,358
NE-850060000,242
NE-480300000,430
NE-430079000,148
NE-870016000,631
NE-470100000,481
NE-760044000,235
NE-470103000,122
NE-020018000,197
NE-280010000,11319
NE-100009000,374
NE-370030000,198
NE-480008000,909
NE-740056000,880
NE-890003000,825
NE-270001000,5217
NE-350001000,193
NE-100002000,554
NE-410002000,246
NE-240020000,847
NE-770037000,6529
NE-410091000,191
NE-140008000,400
NE-180011000,207
NE-010018000,3644
NE-810003000,201
NE-070010000,395
NE-560037000,557
NE-690044000,1014
NE-220031000,428
NE-710067000,319
NE-380011000,147
NE-640023000,363
NE-100007000,6152
NE-010003000,283
NE-520100000,86
NE-530001000,394
NE-190039000,276
NE-670069000,177
NE-240001000,3221
NE-550001000,41850
NE-820015000,115
NE-690055000,278
NE-130032000,702
NE-820001000,330
NE-580025000,83
NE-110020000,274
NE-590001000,543
NE-550148000,644
NE-320046000,196
NE-730017000,1376
NE-930083000,240
NE-600090000,52
NE-780072000,283
NE-320125000,209
NE-480303000,224
NE-800005000,819
NE-280017000,23637
NE-790002000,152
NE-500503000,820
NE-790031000,620
NE-460001000,163
NE-660111000,1428
NE-130056000,709
NE-020009000,351
NE-590013000,219
NE-540501000,214
NE-590002000,4518
NE-400082000,1465
NE-110014000,416
NE-510001000,845
NE-280001000,51754
NE-450007000,829
NE-880005000,562
NE-720019000,244
NE-700542000,170
NE-240004000,277
